msoa,chargepoints
E02004092,1
E02004093,0
E02004094,0
E02004095,5
E02004096,0
E02004097,0
E02004098,0
E02004100,0
E02004102,1
E02004103,5
E02004104,0
E02004105,0
E02004106,0
E02004108,1
E02004109,0
E02004110,0
E02004111,0
E02004112,0
E02004113,0
E02004114,0
E02004115,0
E02004116,6
E02004117,0
E02004118,2
E02004119,0
E02004120,2
E02004121,2
E02004122,0
E02004123,0
E02004124,0
E02004125,0
E02004126,5
E02004128,4
E02004129,2
E02004130,0
E02004131,2
E02004132,3
E02004133,0
E02004134,0
E02004135,0
E02004136,0
E02004137,0
E02004138,3
E02004139,0
E02004140,0
E02004141,0
E02004142,0
E02004143,0
E02004144,0
E02004145,0
E02004146,2
E02004147,0
E02004148,5
E02004149,0
E02004150,0
E02004151,5
E02004152,2
E02004153,0
E02004154,1
E02004155,0
E02004156,12
E02004157,0
E02004158,0
E02004159,7
E02004160,0
E02004161,0
E02004162,6
E02004163,0
E02004164,0
E02004165,0
E02004166,0
E02004167,3
E02004168,2
E02004169,1
E02004170,3
E02004171,0
E02004172,0
E02004173,0
E02004174,2
E02004175,0
E02004176,0
E02004177,0
E02004178,2
E02004179,4
E02004180,0
E02004181,0
E02004182,0
E02004183,6
E02004184,2
E02004185,0
E02004186,0
E02004187,2
E02004188,0
E02004189,0
E02004190,0
E02004191,1
E02004192,0
E02004193,0
E02004194,0
E02004195,0
E02004196,3
E02004197,0
E02004198,0
E02004199,0
E02004200,0
E02004201,0
E02004202,1
E02004203,0
E02004204,0
E02004205,9
E02004206,0
E02004207,1
E02004208,0
E02004209,0
E02004210,1
E02004211,0
E02004212,0
E02004213,0
E02004214,0
E02004215,0
E02004216,0
E02004217,0
E02004218,0
E02004219,1
E02004220,1
E02004221,2
E02004222,1
E02004223,3
E02004224,0
E02004225,0
E02004226,0
E02004227,3
E02004228,0
E02004229,0
E02004230,0
E02004231,2
E02004232,1
E02004233,2
E02004234,0
E02004235,0
E02004236,1
E02004237,0
E02004238,0
E02004239,0
E02004240,2
E02004241,3
E02004242,0
E02004243,0
E02004244,0
E02004245,2
E02004246,2
E02004247,2
E02004248,1
E02004249,0
E02004250,2
E02004251,0
E02004252,3
E02004253,0
E02004254,0
E02004255,2
E02004256,0
E02004257,3
E02004258,0
E02004259,0
E02004260,2
E02004261,2
E02004262,0
E02004263,1
E02004264,0
E02004265,0
E02004266,0
E02004267,2
E02004268,5
E02004269,2
E02004270,0
E02004271,0
E02004272,0
E02004273,8
E02004274,0
E02004275,0
E02004276,5
E02004277,11
E02004278,2
E02004279,0
E02004280,1
E02004281,0
E02004282,1
E02004283,9
E02004284,5
E02004285,0
E02004286,0
E02004287,1
E02004288,1
E02004289,2
E02004290,0
E02004291,1
E02004292,6
E02004293,2
E02004294,5
E02004295,0
E02004296,1
E02004297,4
E02004298,0
E02004299,8
E02004300,0
E02004301,4
E02004302,7
E02004303,6
E02004304,1
E02004305,0
E02004306,1
E02004307,0
E02004308,2
E02004309,12
E02004310,3
E02004311,0
E02004312,9
E02004313,8
E02004314,29
E02004315,19
E02004316,0
E02004317,0
E02004318,3
E02004319,0
E02004320,0
E02004321,9
E02004322,0
E02004323,4
E02004324,0
E02004325,1
E02004326,0
E02004327,0
E02004328,0
E02004329,0
E02004330,0
E02004331,0
E02004332,0
E02004333,0
E02004334,0
E02004335,7
E02004336,0
E02004337,0
E02004338,0
E02004339,2
E02004340,2
E02004341,0
E02004342,0
E02004343,3
E02004344,7
E02004345,0
E02004346,11
E02004347,1
E02004348,0
E02004349,0
E02004350,1
E02004351,0
E02004352,5
E02004353,0
E02004354,4
E02004355,3
E02004356,0
E02004357,0
E02004358,0
E02004359,7
E02004361,0
E02004362,0
E02004363,0
E02004364,2
E02004365,15
E02004366,9
E02004367,1
E02004368,2
E02004369,0
E02004370,2
E02004371,0
E02004372,0
E02004373,0
E02004374,1
E02004375,1
E02004376,4
E02004377,0
E02004378,0
E02004379,0
E02004380,1
E02004381,4
E02004382,1
E02004383,0
E02004384,0
E02004385,0
E02004386,0
E02004387,2
E02004388,1
E02004389,0
E02004390,0
E02004391,1
E02004392,1
E02004393,0
E02004394,0
E02004395,0
E02004396,0
E02004397,0
E02004398,0
E02004399,0
E02004400,0
E02004401,0
E02004402,0
E02004403,0
E02004404,0
E02004405,0
E02004406,1
E02004407,0
E02004408,4
E02004409,3
E02004410,0
E02004411,2
E02004412,0
E02004413,0
E02004414,0
E02004415,1
E02004416,2
E02004417,7
E02004418,0
E02004419,0
E02004420,2
E02004421,0
E02004422,1
E02004423,0
E02004424,0
E02004425,0
E02004426,0
E02004427,0
E02004428,1
E02004429,0
E02004430,0
E02004431,1
E02004432,0
E02004433,0
E02004434,0
E02004435,2
E02004436,0
E02004437,13
E02004438,0
E02004439,0
E02004440,0
E02004441,0
E02004442,0
E02004443,0
E02004444,0
E02004445,2
E02004446,0
E02004447,0
E02004448,0
E02004449,0
E02004450,0
E02004451,0
E02004452,0
E02004453,3
E02004454,11
E02004455,0
E02004456,0
E02004457,0
E02004458,2
E02004459,0
E02004460,1
E02004461,0
E02004462,15
E02004463,0
E02004464,0
E02004465,1
E02004466,0
E02004467,0
E02004468,1
E02004469,3
E02004470,1
E02004471,5
E02004472,0
E02004473,0
E02004474,0
E02004475,0
E02004476,0
E02004477,0
E02004478,2
E02004479,0
E02004480,0
E02004481,0
E02004482,1
E02004483,0
E02004484,0
E02004485,3
E02004486,0
E02004487,1
E02004488,0
E02004489,1
E02004490,0
E02004491,0
E02004492,2
E02004493,1
E02004494,10
E02004495,0
E02004496,0
E02004497,3
E02004498,0
E02004499,0
E02004500,0
E02004501,0
E02004502,0
E02004503,5
E02004504,0
E02004505,0
E02004506,1
E02004507,0
E02004508,0
E02004509,8
E02004512,0
E02004513,2
E02004514,0
E02004515,0
E02004516,3
E02004517,5
E02004518,2
E02004519,0
E02004520,0
E02004521,0
E02004522,0
E02004523,0
E02004524,0
E02004525,0
E02004526,0
E02004527,2
E02004528,0
E02004529,0
E02004530,0
E02004531,0
E02004532,0
E02004533,0
E02004534,4
E02004535,2
E02004536,1
E02004537,0
E02004538,1
E02004539,0
E02004540,4
E02004541,0
E02004542,1
E02004543,1
E02004544,0
E02004545,3
E02004546,1
E02004547,0
E02004548,0
E02004549,0
E02004550,0
E02004551,0
E02004552,0
E02004553,0
E02004554,0
E02004555,0
E02004556,0
E02004557,0
E02004558,2
E02004559,0
E02004560,0
E02004561,0
E02004562,0
E02004563,0
E02004564,0
E02004565,0
E02004566,0
E02004567,0
E02004568,0
E02004569,0
E02004570,0
E02004571,0
E02004572,0
E02004573,1
E02004574,1
E02004575,0
E02004576,0
E02004577,0
E02004578,0
E02004579,2
E02004580,0
E02004581,0
E02004582,0
E02004583,1
E02004584,0
E02004585,1
E02004586,2
E02004587,0
E02004588,0
E02004589,0
E02004590,0
E02004591,2
E02004592,2
E02004593,1
E02004594,1
E02004595,6
E02004596,1
E02004597,9
E02004598,0
E02004599,0
E02004600,1
E02004601,2
E02004602,0
E02004603,1
E02004604,0
E02004605,0
E02004606,4
E02004607,1
E02004608,2
E02004609,1
E02004610,0
E02004611,1
E02004612,0
E02004613,1
E02004614,0
E02004615,0
E02004616,4
E02004617,3
E02004618,0
E02004619,2
E02004620,0
E02004621,2
E02004622,4
E02004623,0
E02004624,0
E02004625,2
E02004626,0
E02004627,0
E02004628,0
E02004629,0
E02004630,0
E02004631,1
E02004632,1
E02004633,1
E02004634,3
E02004635,2
E02004636,2
E02004637,1
E02004638,0
E02004639,5
E02004640,0
E02004641,1
E02004642,2
E02004643,0
E02004644,0
E02004645,1
E02004646,0
E02004647,0
E02004648,0
E02004649,1
E02004650,7
E02004651,4
E02004652,0
E02004653,0
E02004654,0
E02004655,1
E02004656,6
E02004657,0
E02004658,0
E02004659,0
E02004660,0
E02004661,2
E02004662,7
E02004663,3
E02004664,0
E02004665,1
E02004666,0
E02004667,2
E02004668,0
E02004669,0
E02004670,0
E02004671,2
E02004672,5
E02004673,0
E02004674,6
E02004675,2
E02004676,0
E02004677,1
E02004678,1
E02004679,0
E02004680,0
E02004681,3
E02004682,2
E02004683,2
E02004684,4
E02004685,19
E02004686,2
E02004687,0
E02004688,2
E02004689,0
E02004690,0
E02004691,0
E02004692,0
E02004693,0
E02004694,2
E02004695,0
E02004696,2
E02004697,0
E02004698,1
E02004699,2
E02004700,1
E02004702,0
E02004703,0
E02004704,1
E02004705,2
E02004706,0
E02004707,9
E02004708,4
E02004709,0
E02004710,0
E02004712,1
E02004713,0
E02004714,0
E02004715,3
E02004716,0
E02004717,14
E02004718,27
E02004719,0
E02004720,0
E02004721,0
E02004722,1
E02004723,2
E02004724,3
E02004725,0
E02004726,3
E02004727,0
E02004728,1
E02004729,0
E02004730,0
E02004731,2
E02004732,0
E02004733,2
E02004734,6
E02004735,0
E02004736,0
E02004737,0
E02004738,0
E02004739,0
E02004740,0
E02004741,0
E02004742,1
E02004743,0
E02004744,2
E02004745,0
E02004746,2
E02004747,0
E02004748,7
E02004749,0
E02004750,0
E02004751,0
E02004752,0
E02004753,0
E02004754,2
E02004755,6
E02004756,3
E02004757,0
E02004758,0
E02004759,0
E02004760,0
E02004761,0
E02004764,4
E02004765,0
E02004766,1
E02004767,0
E02004768,0
E02004769,3
E02004770,0
E02004771,1
E02004772,0
E02004774,3
E02004775,2
E02004776,0
E02004777,0
E02004778,0
E02004779,11
E02004780,0
E02004781,0
E02004782,3
E02004783,0
E02004784,0
E02004785,0
E02004786,2
E02004787,2
E02004788,0
E02004789,0
E02004790,5
E02004791,0
E02004792,5
E02004793,3
E02004794,1
E02004795,7
E02004796,0
E02004797,0
E02004798,0
E02004799,3
E02004800,0
E02004801,2
E02004802,1
E02004803,1
E02004804,0
E02004805,1
E02004806,2
E02004807,2
E02004808,2
E02004809,1
E02004810,0
E02004811,0
E02004812,0
E02004813,0
E02004814,1
E02004815,0
E02004816,3
E02004817,6
E02004818,5
E02004819,3
E02004820,2
E02004821,0
E02004822,1
E02004823,0
E02004824,8
E02004825,1
E02004826,1
E02004827,0
E02004828,3
E02004829,0
E02004830,4
E02004831,5
E02004832,1
E02004833,2
E02004834,14
E02004835,24
E02004836,0
E02004837,3
E02004838,1
E02004839,2
E02004840,6
E02004841,9
E02004842,1
E02004843,0
E02004844,0
E02004845,4
E02004846,1
E02004847,0
E02004848,0
E02004849,0
E02004850,1
E02004851,1
E02004852,7
E02004853,4
E02004854,0
E02004855,5
E02004856,1
E02004857,2
E02004858,1
E02004859,0
E02004860,0
E02004861,0
E02004862,0
E02004863,0
E02004864,1
E02004865,0
E02004866,0
E02004867,0
E02004868,0
E02004869,0
E02004870,2
E02004871,0
E02004872,2
E02004873,1
E02004874,0
E02004875,0
E02004876,0
E02004877,1
E02004878,0
E02004879,0
E02004880,0
E02004881,1
E02004882,0
E02004883,0
E02004884,1
E02004885,0
E02004886,0
E02004887,0
E02004888,0
E02004889,0
E02004890,1
E02004891,0
E02004892,0
E02004893,0
E02004894,3
E02004895,0
E02004896,2
E02004897,0
E02004898,1
E02004899,3
E02004900,0
E02004901,3
E02004902,0
E02004903,1
E02004904,1
E02004905,0
E02004906,1
E02004907,0
E02004908,1
E02004909,0
E02004910,2
E02004911,0
E02004912,4
E02004913,2
E02004914,3
E02004915,0
E02004916,3
E02004917,0
E02004918,0
E02004919,0
E02004920,5
E02004921,1
E02004922,3
E02004923,0
E02004924,0
E02004925,0
E02004926,6
E02004927,0
E02004928,0
E02004929,0
E02004930,0
E02004931,0
E02004932,0
E02004933,0
E02004934,2
E02004935,6
E02004936,0
E02004937,5
E02004938,3
E02004939,0
E02004940,0
E02004941,0
E02004942,1
E02004943,8
E02004944,0
E02004945,1
E02004946,0
E02004947,0
E02004948,0
E02004949,0
E02004950,0
E02004951,4
E02004952,0
E02004953,0
E02004954,1
E02004955,0
E02004956,0
E02004957,34
E02004958,4
E02004959,0
E02004960,0
E02004961,7
E02004962,0
E02004963,0
E02004964,4
E02004965,0
E02004966,3
E02004967,0
E02004968,0
E02004969,0
E02004970,0
E02004971,0
E02004972,5
E02004973,6
E02004974,3
E02004975,9
E02004976,29
E02004977,5
E02004978,6
E02004979,2
E02004980,0
E02004981,1
E02004982,2
E02004983,5
E02004984,2
E02004985,4
E02004986,4
E02004987,1
E02004988,2
E02004989,8
E02004990,27
E02004991,5
E02004992,1
E02004993,6
E02004994,0
E02004995,0
E02004996,0
E02004997,2
E02004998,0
E02004999,2
E02005000,8
E02005001,6
E02005002,0
E02005003,0
E02005004,0
E02005005,0
E02005006,0
E02005007,0
E02005008,6
E02005009,2
E02005010,0
E02005011,0
E02005012,0
E02005013,1
E02005014,1
E02005015,0
E02005016,0
E02005017,0
E02005018,0
E02005019,0
E02005020,0
E02005021,1
E02005022,0
E02005023,2
E02005025,0
E02005026,1
E02005027,2
E02005028,3
E02005029,4
E02005030,4
E02005031,1
E02005032,0
E02005033,9
E02005034,0
E02005035,1
E02005036,0
E02005037,2
E02005038,4
E02005039,0
E02005040,0
E02005041,0
E02005042,10
E02005043,0
E02005044,9
E02005045,0
E02005046,0
E02005047,0
E02005048,0
E02005049,0
E02005050,3
E02005051,0
E02005052,7
E02005053,3
E02005054,0
E02005055,0
E02005056,1
E02005057,0
E02005058,0
E02005059,0
E02005060,0
E02005061,0
E02005062,0
E02005063,0
E02005064,0
E02005065,1
E02005066,3
E02005067,0
E02005068,3
E02005069,0
E02005070,0
E02005071,17
E02005072,0
E02005073,2
E02005074,0
E02005075,0
E02005076,2
E02005077,1
E02005078,3
E02005079,0
E02005080,0
E02005081,0
E02005082,2
E02005083,0
E02005084,0
E02005085,2
E02005086,0
E02005087,0
E02005088,3
E02005089,0
E02005090,0
E02005091,0
E02005093,1
E02005094,4
E02005095,0
E02005096,1
E02005097,0
E02005098,4
E02005099,0
E02005100,0
E02005101,0
E02005102,0
E02005103,0
E02005104,0
E02005105,0
E02005106,0
E02005107,3
E02005109,2
E02005110,0
E02005111,7
E02005112,2
E02005113,3
E02005114,0
E02005115,2
E02005116,2
E02005117,0
E02005118,0
E02005119,0
E02005120,0
E02005121,0
E02005122,1
E02005123,0
E02005124,7
E02005125,0
E02005126,0
E02005127,1
E02005128,0
E02005129,3
E02005130,0
E02005131,0
E02005132,0
E02005133,0
E02005134,2
E02005135,0
E02005136,0
E02005137,0
E02005138,0
E02005139,1
E02005140,0
E02005141,0
E02005142,8
E02005143,0
E02005144,0
E02005145,1
E02005146,0
E02005147,5
E02005148,0
E02005149,2
E02005150,0
E02005151,1
E02005153,5
E02005154,1
E02005155,6
E02005156,0
E02005157,0
E02005158,0
E02005159,0
E02005160,4
E02005161,0
E02005162,0
E02005163,0
E02005164,5
E02005165,2
E02005166,0
E02005167,0
E02005168,2
E02005169,4
E02005170,1
E02005171,0
E02005172,0
E02005173,0
E02005174,2
E02005175,1
E02005176,0
E02005177,1
E02005178,5
E02005179,2
E02005180,0
E02005181,3
E02005182,2
E02005183,0
E02005184,0
E02005185,2
E02005186,0
E02005189,0
E02005190,2
E02005191,0
E02005192,0
E02005193,0
E02005194,5
E02005195,0
E02005196,2
E02005197,0
E02005198,3
E02005199,6
E02005200,0
E02005201,0
E02005202,2
E02005203,0
E02005204,0
E02005205,0
E02005206,0
E02005207,0
E02005208,0
E02005209,0
E02005210,3
E02005211,0
E02005212,5
E02005213,0
E02005214,7
E02005215,2
E02005216,0
E02005217,2
E02005218,2
E02005219,2
E02005220,0
E02005221,6
E02005222,0
E02005223,0
E02005224,0
E02005225,12
E02005226,9
E02005228,0
E02005229,0
E02005230,3
E02005231,0
E02005233,2
E02005234,8
E02005235,0
E02005236,1
E02005237,2
E02005238,3
E02005239,3
E02005240,0
E02005241,2
E02005242,2
E02005243,5
E02005244,0
E02005245,0
E02005246,0
E02005247,0
E02005248,0
E02005249,2
E02005250,1
E02005251,0
E02005252,0
E02005253,4
E02005254,1
E02005255,2
E02005256,8
E02005257,0
E02005258,1
E02005259,0
E02005260,0
E02005261,0
E02005262,3
E02005263,0
E02005264,2
E02005265,2
E02005266,0
E02005267,0
E02005268,0
E02005269,12
E02005270,2
E02005271,14
E02005272,0
E02005273,0
E02005274,0
E02005275,0
E02005276,3
E02005277,1
E02005278,0
E02005279,3
E02005280,3
E02005281,6
E02005284,0
E02005285,2
E02005286,0
E02005287,0
E02005288,0
E02005289,7
E02005290,6
E02005291,0
E02005292,0
E02005293,8
E02005294,10
E02005295,0
E02005296,0
E02005297,4
E02005298,0
E02005299,1
E02005300,0
E02005301,4
E02005302,0
E02005303,0
E02005304,0
E02005305,2
E02005306,0
E02005307,2
E02005308,1
E02005309,1
E02005310,19
E02005311,0
E02005312,0
E02005313,2
E02005314,7
E02005315,0
E02005316,0
E02005317,0
E02005318,2
E02005319,4
E02005320,0
E02005321,0
E02005322,0
E02005323,0
E02005324,4
E02005325,2
E02005326,2
E02005327,0
E02005328,2
E02005329,0
E02005330,0
E02005331,2
E02005332,0
E02005334,6
E02005335,0
E02005336,0
E02005337,0
E02005338,10
E02005339,4
E02005340,8
E02005341,4
E02005342,2
E02005343,0
E02005344,0
E02005345,0
E02005346,5
E02005347,0
E02005348,0
E02005349,1
E02005350,0
E02005351,21
E02005352,0
E02005353,1
E02005354,3
E02005355,0
E02005356,0
E02005357,0
E02005358,0
E02005359,1
E02005360,0
E02005361,0
E02005362,0
E02005363,16
E02005364,0
E02005365,0
E02005366,0
E02005368,4
E02005369,1
E02005370,1
E02005371,0
E02005372,0
E02005373,0
E02005374,4
E02005375,0
E02005376,3
E02005377,0
E02005378,0
E02005379,0
E02005380,0
E02005381,0
E02005382,0
E02005383,0
E02005384,23
E02005385,0
E02005386,12
E02005387,1
E02005388,2
E02005389,0
E02005390,0
E02005391,0
E02005392,0
E02005393,0
E02005394,1
E02005395,3
E02005396,0
E02005397,2
E02005398,2
E02005399,2
E02005400,0
E02005401,0
E02005402,0
E02005403,0
E02005404,0
E02005405,0
E02005406,2
E02005407,0
E02005408,0
E02005409,0
E02005412,9
E02005414,18
E02005415,3
E02005416,0
E02005417,1
E02005418,0
E02005419,6
E02005420,0
E02005422,0
E02005423,0
E02005424,0
E02005425,0
E02005426,0
E02005427,3
E02005428,1
E02005429,1
E02005430,0
E02005431,2
E02005432,0
E02005433,0
E02005434,1
E02005435,3
E02005436,1
E02005437,2
E02005438,6
E02005439,3
E02005440,0
E02005441,0
E02005442,0
E02005443,0
E02005444,2
E02005445,6
E02005446,8
E02005447,12
E02005448,0
E02005449,7
E02005450,1
E02005451,0
E02005452,0
E02005453,0
E02005455,0
E02005456,0
E02005457,0
E02005458,0
E02005459,0
E02005460,0
E02005461,0
E02005462,2
E02005463,0
E02005464,0
E02005465,0
E02005466,1
E02005467,2
E02005468,0
E02005469,0
E02005470,3
E02005471,1
E02005472,0
E02005473,0
E02005474,0
E02005475,0
E02005476,0
E02005477,3
E02005478,0
E02005479,1
E02005480,2
E02005481,0
E02005482,0
E02005483,0
E02005484,2
E02005485,1
E02005486,3
E02005487,2
E02005488,7
E02005489,0
E02005490,0
E02005491,1
E02005492,1
E02005493,1
E02005494,4
E02005495,5
E02005496,0
E02005497,2
E02005498,3
E02005499,1
E02005500,0
E02005501,0
E02005502,0
E02005503,0
E02005504,0
E02005505,0
E02005506,0
E02005507,2
E02005508,0
E02005509,4
E02005510,0
E02005511,0
E02005512,1
E02005513,0
E02005514,0
E02005515,1
E02005516,1
E02005517,0
E02005518,2
E02005519,2
E02005520,3
E02005521,0
E02005522,3
E02005523,0
E02005524,0
E02005525,0
E02005526,0
E02005527,0
E02005528,0
E02005529,0
E02005530,0
E02005531,0
E02005532,1
E02005533,0
E02005534,0
E02005535,2
E02005536,1
E02005537,1
E02005538,0
E02005539,0
E02005540,2
E02005541,0
E02005542,7
E02005543,2
E02005544,2
E02005545,1
E02005546,1
E02005547,2
E02005548,0
E02005549,0
E02005550,1
E02005551,2
E02005552,0
E02005553,0
E02005554,0
E02005555,0
E02005556,0
E02005557,0
E02005558,0
E02005559,1
E02005560,0
E02005561,8
E02005562,0
E02005563,0
E02005564,2
E02005565,0
E02005566,0
E02005567,2
E02005568,0
E02005569,0
E02005570,5
E02005571,5
E02005572,6
E02005573,4
E02005574,2
E02005575,3
E02005576,2
E02005577,0
E02005578,2
E02005579,6
E02005580,6
E02005581,2
E02005582,2
E02005583,1
E02005584,11
E02005585,1
E02005586,0
E02005587,1
E02005588,0
E02005589,0
E02005590,7
E02005592,0
E02005593,4
E02005594,1
E02005595,0
E02005596,3
E02005597,2
E02005598,3
E02005599,0
E02005600,0
E02005601,0
E02005602,0
E02005603,1
E02005604,2
E02005605,1
E02005606,0
E02005607,0
E02005608,0
E02005609,1
E02005610,2
E02005611,0
E02005612,
E02005613,
E02005614,
E02005615,
E02005616,
E02005617,
E02005619,
E02005620,
E02005621,
E02005622,
E02005623,
E02005624,
E02005625,
E02005626,
E02005627,
E02005628,
E02005629,
E02005630,
E02005631,
E02005632,
E02005633,
E02005634,
E02005635,
E02005636,
E02005637,
E02005638,
E02005639,
E02005640,
E02005641,
E02005642,
E02005643,
E02005644,
E02005645,
E02005646,
E02005647,
E02005648,
E02005649,
E02005650,
E02005651,
E02005652,
E02005653,
E02005654,
E02005655,
E02005656,
E02005657,
E02005658,
E02005659,
E02005660,
E02005661,
E02005662,
E02005663,
E02005664,
E02005665,
E02005666,
E02005667,
E02005668,
E02005669,
E02005670,
E02005671,
E02005672,
E02005673,
E02005674,
E02005675,
E02005676,
E02005677,
E02005678,
E02005679,
E02005680,
E02005681,
E02005682,
E02005683,
E02005684,
E02005685,
E02005686,
E02005687,
E02005688,
E02005689,
E02005690,
E02005691,
E02005692,
E02005693,
E02005694,
E02005695,
E02005696,
E02005697,
E02005698,
E02005699,
E02005700,
E02005701,
E02005702,8
E02005703,9
E02005704,1
E02005705,4
E02005706,7
E02005707,2
E02005708,9
E02005709,4
E02005710,7
E02005711,6
E02005712,0
E02005713,12
E02005714,0
E02005715,6
E02005716,4
E02005717,0
E02005718,3
E02005719,1
E02005720,0
E02005721,0
E02005722,8
E02005723,9
E02005724,6
E02005725,9
E02005726,0
E02005727,17
E02005728,9
E02005729,5
E02005730,25
E02005731,3
E02005732,3
E02005733,6
E02005734,1
E02005735,1
E02005736,13
E02005737,6
E02005738,0
E02005739,1
E02005740,0
E02005741,4
E02005742,2
E02005743,8
E02005744,6
E02005745,0
E02005746,2
E02005747,2
E02005748,0
E02005749,0
E02005750,0
E02005751,1
E02005752,1
E02005753,4
E02005754,0
E02005755,1
E02005756,0
E02005757,0
E02005758,1
E02005759,2
E02005760,0
E02005761,0
E02005762,0
E02005763,0
E02005764,3
E02005765,0
E02005766,0
E02005767,0
E02005768,0
E02005769,1
E02005770,0
E02005771,0
E02005772,1
E02005773,0
E02005774,0
E02005775,6
E02005776,3
E02005777,0
E02005778,0
E02005779,0
E02005780,0
E02005781,1
E02005782,2
E02005783,0
E02005784,0
E02005785,0
E02005786,1
E02005787,1
E02005788,6
E02005789,9
E02005790,4
E02005791,0
E02005794,2
E02005795,0
E02005796,0
E02005797,0
E02005798,2
E02005799,1
E02005800,0
E02005801,0
E02005802,0
E02005803,1
E02005804,2
E02005805,0
E02005806,0
E02005807,0
E02005808,0
E02005809,0
E02005810,0
E02005811,0
E02005812,0
E02005813,3
E02005814,0
E02005815,0
E02005816,0
E02005817,0
E02005818,0
E02005819,0
E02005820,0
E02005821,0
E02005822,1
E02005823,4
E02005824,0
E02005825,1
E02005826,4
E02005827,0
E02005828,1
E02005829,0
E02005830,0
E02005831,0
E02005832,12
E02005833,0
E02005834,0
E02005835,2
E02005836,0
E02005837,0
E02005838,0
E02005839,2
E02005840,0
E02005842,0
E02005843,5
E02005844,2
E02005846,2
E02005847,8
E02005848,6
E02005849,7
E02005850,0
E02005851,8
E02005852,1
E02005853,0
E02005856,0
E02005857,0
E02005858,0
E02005859,8
E02005860,8
E02005861,0
E02005862,0
E02005863,0
E02005864,16
E02005865,0
E02005866,0
E02005868,0
E02005869,3
E02005870,5
E02005871,0
E02005872,0
E02005873,1
E02005874,2
E02005875,4
E02005876,0
E02005877,4
E02005878,12
E02005879,8
E02005880,0
E02005881,0
E02005882,0
E02005883,0
E02005884,0
E02005885,0
E02005886,2
E02005887,3
E02005888,1
E02005889,1
E02005890,2
E02005891,8
E02005892,4
E02005893,2
E02005894,0
E02005895,2
E02005896,2
E02005897,3
E02005898,0
E02005899,10
E02005900,1
E02005901,0
E02005902,0
E02005903,0
E02005904,1
E02005905,1
E02005906,0
E02005907,4
E02005908,4
E02005909,1
E02005910,3
E02005911,1
E02005912,10
E02005913,0
E02005914,0
E02005915,1
E02005916,1
E02005917,4
E02005918,0
E02005919,12
E02005920,0
E02005921,0
E02005922,0
E02005923,3
E02005924,5
E02005925,0
E02005926,0
E02005927,2
E02005928,2
E02005929,1
E02005930,2
E02005931,11
E02005932,0
E02005933,8
E02005934,0
E02005935,5
E02005936,6
E02005937,2
E02005938,0
E02005939,2
E02005940,2
E02005941,4
E02005942,7
E02005943,0
E02005944,0
E02005945,6
E02005946,1
E02005947,11
E02005948,5
E02005949,0
E02005950,4
E02005951,1
E02005952,2
E02005953,1
E02005954,0
E02005955,11
E02005956,3
E02005957,1
E02005958,0
E02005959,0
E02005960,0
E02005961,10
E02005962,0
E02005963,0
E02005964,0
E02005965,2
E02005966,2
E02005967,2
E02005968,1
E02005969,2
E02005970,0
E02005971,0
E02005972,0
E02005973,3
E02005974,2
E02005975,0
E02005976,3
E02005977,0
E02005978,0
E02005979,0
E02005980,0
E02005981,0
E02005982,0
E02005983,2
E02005984,0
E02005985,2
E02005986,4
E02005987,6
E02005988,0
E02005991,0
E02005992,12
E02005993,3
E02005994,3
E02005995,0
E02005996,2
E02005997,0
E02005998,3
E02005999,1
E02006000,0
E02006001,0
E02006002,0
E02006003,0
E02006004,0
E02006005,0
E02006006,0
E02006007,0
E02006008,2
E02006009,1
E02006010,1
E02006011,0
E02006012,1
E02006013,0
E02006014,0
E02006015,1
E02006016,0
E02006017,1
E02006018,1
E02006019,0
E02006020,0
E02006021,0
E02006022,1
E02006023,0
E02006024,2
E02006025,1
E02006026,0
E02006027,1
E02006028,0
E02006029,1
E02006030,1
E02006031,2
E02006032,0
E02006033,0
E02006034,2
E02006035,0
E02006036,4
E02006037,0
E02006038,1
E02006039,0
E02006040,0
E02006041,0
E02006042,3
E02006043,0
E02006044,1
E02006045,1
E02006046,1
E02006047,2
E02006048,0
E02006049,0
E02006050,0
E02006051,0
E02006052,0
E02006053,0
E02006054,3
E02006055,4
E02006056,0
E02006057,1
E02006058,2
E02006059,0
E02006060,2
E02006061,0
E02006062,5
E02006063,0
E02006064,2
E02006065,0
E02006066,0
E02006067,0
E02006068,1
E02006069,1
E02006070,0
E02006071,0
E02006072,0
E02006073,0
E02006074,1
E02006075,0
E02006076,0
E02006077,0
E02006078,1
E02006079,5
E02006080,0
E02006081,0
E02006082,2
E02006083,0
E02006084,0
E02006085,0
E02006086,0
E02006087,0
E02006088,0
E02006089,2
E02006090,0
E02006091,0
E02006092,1
E02006093,1
E02006094,0
E02006095,0
E02006096,2
E02006097,0
E02006098,1
E02006099,0
E02006100,0
E02006101,1
E02006102,2
E02006103,2
E02006104,1
E02006105,1
E02006106,0
E02006107,0
E02006108,2
E02006109,2
E02006110,0
E02006111,1
E02006112,3
E02006113,1
E02006114,2
E02006115,0
E02006116,0
E02006117,0
E02006118,0
E02006119,2
E02006120,0
E02006121,0
E02006122,2
E02006123,0
E02006124,0
E02006125,0
E02006126,0
E02006127,3
E02006128,0
E02006129,7
E02006130,2
E02006131,0
E02006132,0
E02006133,4
E02006134,0
E02006135,0
E02006136,1
E02006137,0
E02006138,1
E02006139,0
E02006140,0
E02006141,6
E02006142,0
