shortID,latitude,longitude,Slow,Fast,Rapid
632cf911,50.34684,-5.02596,,,3
632eda1e,51.51073,-0.21072,1,,
633b17f5,52.24714,0.72230,1,,
633b65a7,51.38245,-0.28965,1,,
633b67b9,51.12665,-0.01809,,2,
633cc4cf,55.89964,-3.08898,,,3
633e52f8,51.84838,-1.35293,,2,
6344f313,51.43083,-0.33506,1,,
6349c1b4,53.25227,-4.30800,,2,
634e837a,56.08164,-3.39411,,1,
635036d5,50.73049,-1.78212,,2,
63515bad,54.97109,-1.60600,,1,
6355a4a0,52.01501,-0.74319,,2,
6356695b,52.01131,-0.70827,,,3
6357ee83,51.42933,-0.13998,1,,
635b616c,54.98226,-1.47465,,2,
635ee980,55.00777,-3.08294,,,2
635f9a58,51.65507,-3.01833,,1,2
637035af,52.40355,-1.48182,1,,
63706c22,51.59795,-0.17929,,2,
6370988b,51.48067,-0.43914,2,,
6371bfdb,51.26209,-1.08190,,2,
6376cf9d,51.50215,-0.19709,1,,
6378d514,51.55628,-0.28750,1,,
63792dc1,50.83694,-0.14668,1,,
637a4691,51.39935,-0.25547,1,1,
6384bb05,55.16814,-1.68694,,,3
6385cbcc,52.93937,-1.13892,,1,3
63884289,53.50281,-1.08115,,,2
638e2491,51.48770,0.02793,,2,
63945919,51.49647,-2.59314,,2,
639a51b3,50.82500,-0.16390,1,,
639c83a3,53.78961,-2.27423,,1,
63a24a58,51.38904,-0.48494,,,2
63a5d8b3,51.79455,-0.65927,1,1,
63a73899,51.54292,-2.57228,,,3
63a9db74,51.48696,-0.17712,1,,
63ae3e64,51.50608,-0.09101,,4,
63b21ecd,53.42904,-1.34681,,2,
63b85f44,56.47970,-3.01346,,,3
63b96d79,51.53172,-0.17007,,,2
63ba327b,51.44173,-2.55780,2,,
63bb0736,53.33718,-2.21678,,1,2
63bbeb78,52.83061,0.84868,,2,
63bc1333,50.36982,-4.17274,,2,
63bfd6e8,55.00155,-7.32235,,2,
63c27708,51.42108,0.02013,1,1,
63c2c501,51.45450,-0.19053,,2,
63c3f150,53.75387,-2.44080,,,3
63c4488e,51.60859,-0.36509,,1,2
63c4a8ca,55.08440,-3.59491,,,2
63c836cd,51.45568,-0.09272,1,1,
63cad9cc,51.46219,-0.15724,1,,
63ccd0b0,51.49135,-0.18215,1,,
63cd087c,52.26882,0.36716,1,,
63cd70e5,51.57543,0.02855,,,2
63d3932e,53.31516,-1.28285,,,2
63d63527,51.53901,-0.24793,1,,
63dc005a,51.48910,-0.27961,1,,
63dc9fda,51.47839,-0.19391,1,,
63de09ab,51.51573,-0.20017,1,,
63de3404,51.46523,-0.17171,1,1,
63df137f,52.30000,-0.62530,,2,
63e096c5,54.98733,-1.42625,,2,
63e3aa42,51.55267,-0.17262,1,,
63e50816,51.50744,0.01630,,2,
63e5eadb,53.54752,-1.09150,,,3
63e73bc8,52.14777,-2.24295,,,2
63ea9692,50.90539,-1.40833,,1,
63ee54bb,51.40814,-0.36831,,2,
63f1452a,51.50534,-0.22927,1,,
63f169ab,50.83400,-0.17400,1,,
63f62232,52.98612,-1.98507,,1,2
63f8c7b4,51.55631,-0.22082,1,,
640105bc,51.57130,-2.98795,,2,
64055d56,55.10325,-1.61502,,1,
64070488,51.58049,0.02102,,2,
640f9659,52.03900,-0.76413,,2,
6411921e,51.79956,-4.74526,,2,
64142119,54.95186,-1.60290,,1,
6416a95e,53.15660,-1.17163,,1,2
64179b3e,55.02580,-1.46896,,1,
641a19b5,53.70185,-2.20062,,2,
641e68ce,51.59375,-0.03795,1,,
641f4ad7,54.14881,-2.29602,,2,
641f53e8,54.61352,-1.06604,,2,
6420c462,52.41456,-1.78143,,2,
6422e3b9,51.48821,0.27483,,,2
64249b29,55.07072,-3.60839,,1,
6425a597,51.33979,0.74102,,2,
6426551e,51.49189,-0.15020,4,,
642ab105,50.72275,-3.53490,,2,
642c4259,51.06225,-0.32579,2,,
642d969f,50.82919,-0.12764,1,,
64337676,50.79205,-1.12995,1,1,
6435837e,51.51011,-0.22167,,2,
643b9528,56.76806,-3.84444,,2,
643e5e5c,51.44154,-0.20780,1,,
643e9a11,55.10909,-1.50091,,2,
644031b2,53.43339,-1.35234,,2,
6440e1d3,51.52002,-0.19989,1,,
64440108,50.36982,-4.17274,,2,
64466bec,58.64367,-3.07073,,,2
644798ff,55.93995,-3.29441,,2,
644a09fc,51.55176,-0.08852,1,1,
644b29af,52.24926,0.36397,,,3
644bf998,53.42883,-1.35341,,2,
644d47ad,54.96998,-1.61260,,1,
644f5ac1,51.46129,-2.11124,,2,
64517d84,55.01272,-7.32200,,2,
64551289,51.46370,-0.15340,1,,
6455e6e5,51.54602,-0.47479,,2,
6458ed5e,51.52466,-0.18220,1,,
645a6270,51.49969,-0.15418,1,1,
645c1e34,56.64280,-2.88867,1,1,
645d9623,51.47834,-0.18948,,2,
645e6bfd,54.17329,-6.33520,,2,
645f86b5,53.57635,-2.43007,,2,
6465832a,51.54418,-0.00556,1,1,
64698aae,53.74438,-0.41001,2,,
646ae05a,52.39532,-1.47076,1,,
646c2412,52.47803,-1.90356,,2,
646de94a,51.58306,-0.34901,1,,
6473ca66,52.53564,-1.37246,,2,
647cde6e,52.92591,-1.48062,,2,
647eb616,54.99473,-1.44024,,1,
6481ebf1,54.59321,-1.34335,,1,
6484539c,51.52248,-0.18530,2,,
6497e8fd,51.49625,-0.16744,1,,
6498fece,51.50958,-0.26601,1,,
64afb346,50.82399,-0.15688,1,,
64b1dec8,51.46833,-0.12388,1,,
64b36e73,51.56656,0.01631,1,,
64b3addf,51.47549,-0.20885,1,,
64b55721,51.49574,-0.02642,,2,
64b85600,51.49453,-0.15368,2,2,
64be2f2f,51.24130,-0.29288,,,3
64bf74e1,51.44030,0.27066,,2,
64c03bd0,51.51293,-0.18125,1,,
64c49b47,51.94237,0.95656,,,2
64c750ce,51.69203,-0.41881,,2,
64cac348,53.37870,-2.95268,1,,
64ce463c,54.41549,-6.14885,,2,
64ce8b2f,53.75808,-2.44588,,2,
64d29937,51.66809,-0.62236,1,,
64d98ab2,51.33681,-0.11411,,2,
64dd16fb,51.46029,-0.07640,1,,
64df840b,56.08164,-3.39411,,1,
64e03924,52.41316,-1.48292,1,,
64e54c91,52.37406,-1.26087,,2,
64e92522,50.22185,-5.27010,,2,
64ecbc65,51.45964,-0.19978,1,1,
64f47fe8,53.56636,-2.88838,,1,2
64f956da,51.54334,-2.57217,,,3
64fdc1cc,51.53392,-0.09274,,1,1
64feef79,51.26928,-2.91906,,,2
64ff30d9,54.95522,-1.66642,,1,
64ff6060,51.42693,-0.10249,1,,
64ffab52,53.55020,-2.80691,,,2
65020292,51.49366,-0.26570,,2,
650709a7,53.34582,-1.35494,,2,
650f69c4,51.85760,0.52181,,2,
6510f0bf,51.48962,0.02679,,2,
65114c75,52.04283,-0.75941,,2,
65196aa6,51.55635,-0.05133,1,,
651f76e4,53.23103,-0.54384,,2,
652901eb,51.39188,-2.35154,,1,2
652a3149,51.76093,-0.24625,,2,
652ad918,51.17598,-1.76638,,2,
652fca5e,51.45970,-2.58831,1,1,
6530f16b,52.95478,-1.14014,,2,
6531a4ee,51.37352,-0.33873,,,3
65334939,54.58090,-1.22559,,1,
65336afb,51.39211,-0.07701,1,,
653943bb,52.13082,-0.98826,,2,
6539a61c,51.48984,-0.13327,1,,
653ac363,51.57237,-0.00513,1,1,
653bbeb1,51.54960,-0.19545,1,,
653d4a6b,51.50943,-0.15668,,,2
6540380f,51.08124,1.18593,,2,
6546822e,54.99487,-1.44015,,1,
6548252c,54.17555,-6.34051,,2,
65499491,56.05314,-2.69898,,2,
654a15a7,51.74364,-4.55748,,2,
654adcd0,51.54252,-0.06405,1,,
654c51f5,54.10517,-3.25882,,2,
654cb3d0,52.63630,-2.13977,,2,
654ffed8,51.38887,-0.07680,,2,
65512d6c,51.20590,-1.60769,,,3
6551516d,54.53806,-1.28901,,2,
65534ccd,52.48206,-0.69417,,2,
65556ffd,52.48572,-1.92025,,,2
65557d34,54.90924,-1.37745,,,3
6558a36e,51.52659,-0.00877,,2,
6561fe10,51.50820,-0.22310,1,1,
65627cc0,54.91220,-1.52094,,,3
6562a2c4,54.59371,-5.83913,,2,
6568e6cf,51.32818,-0.10628,,,3
656adfb4,55.96030,-2.60621,,2,
657521cf,51.87177,-0.39595,,2,
65764016,50.09200,-5.31872,,2,
65771b18,51.78802,-1.36625,,,3
65774a00,50.93066,-1.75900,,2,
657ac3d8,50.26582,-5.11915,,2,
657ad4f3,52.03614,-0.76498,,2,
657b9bd0,51.59428,-0.25087,,2,
657dda98,51.51546,0.01081,2,,
657fcf1e,53.78805,-2.24876,,1,2
65820f3e,52.45895,1.56576,,2,
6585343a,51.40864,-0.17652,1,,
658554b5,51.49053,-0.17088,1,,
65892047,51.46636,-0.27433,1,,
658d8cc5,53.59975,-2.54713,,1,
6590b0e3,51.46985,-0.21056,,2,
6597c8b9,52.43855,-1.49559,,1,
659af00d,51.55707,-0.13896,1,1,
659de234,51.48930,-0.18361,1,,
659f095e,52.04000,1.09901,,2,
65a14c96,51.48163,-0.26867,1,1,
65a77859,51.56978,-0.01870,1,,
65ad1e04,50.50229,-4.31557,,,3
65ae5a29,51.55700,0.00850,1,,
65b1e92c,51.53363,-0.17235,2,,
65b28a17,53.67446,-1.48935,,1,2
65b553ce,50.90794,-1.40932,,1,
65bb6891,51.44411,-0.16692,1,,
65c6f9e2,51.48890,-0.16648,1,,
65cc5697,51.47982,-0.21459,1,,
65cc5aa8,51.52741,-0.19336,1,,
65d22447,51.37532,-0.07642,,2,
65d33543,51.44481,-0.17434,1,,
65d64e2f,52.08502,0.43490,,2,
65d71db8,51.50283,-0.25046,1,,
65d8a312,51.47212,-0.33549,1,1,
65da7667,51.50957,-2.15943,,,2
65e257e4,52.23970,-3.37679,,2,
65e39b67,56.19527,-3.16154,,2,
65e53016,51.59459,-0.03867,1,,
65f27f37,51.74026,0.49860,,,2
65f2bef1,51.61365,-0.12361,,,3
65f929d7,50.90983,-3.48894,,,2
65fb784a,51.44426,-0.33740,1,,
65fd95b2,53.85671,-2.17066,,2,
660040e9,51.46310,-0.21965,1,,
66007a2f,51.46519,0.03320,1,1,
6600d6da,57.28485,-2.37645,,3,
6600f4cb,52.44085,-1.52421,1,,
6607b434,53.39767,-2.99083,,,2
660c220c,51.41923,-0.14708,1,1,
660e4be8,52.47941,-1.87770,,2,
6610f7d1,54.81511,-1.37519,,2,
6612b95a,51.52884,-0.18025,1,,
6612ec8f,51.46810,-0.13824,1,,
661eeede,51.53380,-0.19351,1,1,
66258089,51.53119,-0.14188,1,,
662a02ff,57.14949,-2.09855,,2,
662a151f,51.51451,-0.19371,1,,
662e4e27,51.53152,-0.23450,,2,
663505be,51.45112,-0.12873,1,,
663733c7,51.45197,-0.15403,1,,
663a31ee,51.44778,-0.35582,1,,
663c0f1b,51.50014,-0.18395,1,,
663c3d51,51.50930,-0.15666,,2,
663f240d,53.22395,-1.42680,,2,
663f971f,51.49331,0.05281,1,1,
6640e289,51.52960,-0.12250,1,1,
66415c6b,52.26890,-2.14798,2,,
6645068e,52.13902,-0.48616,,1,
6648728d,51.51807,-0.26574,1,1,
6648b1ab,51.41311,-0.21112,1,1,
66518971,51.42121,-0.19455,1,,
6656f997,51.51149,-0.23147,1,,
665a156b,51.54420,-0.18507,1,,
665a24a3,52.48708,-0.70616,,,1
665b3b87,51.53555,-0.17520,1,,
665b67a3,51.56435,0.02658,1,,
665c674f,52.81663,-2.07495,,1,2
665e434a,55.16272,-1.67997,,1,
665eaec7,51.61000,-3.10156,,2,
66628f1e,53.38997,-1.37266,,1,2
6666371f,51.43504,-0.33105,1,,
66680987,50.85248,-0.94565,,,2
666afe30,51.46729,-0.17567,,2,
666f2c3c,50.31794,-5.20283,,1,
666f966c,51.50731,-0.26572,1,1,
6671274a,53.39503,-3.17313,,1,
6672ad03,51.15563,0.26081,,2,
6673735c,51.59735,-0.02651,,2,
66777cfa,51.52693,-0.89313,,2,
667921df,52.55433,-1.46627,,2,
667e0431,53.57229,-1.78528,,,3
66812ae7,51.49369,-0.18684,1,,
668426da,51.77874,0.48962,,2,
66897746,51.08835,-0.72591,,2,
668d17e7,51.46312,-0.16913,,1,
6690f091,54.87857,-1.48085,,1,
6692e037,54.15326,-4.53406,,2,
66940e25,52.48837,-1.91229,,2,
6698f48a,51.46311,-0.21486,1,,
669ace4b,53.80217,-1.56556,,1,2
669e438d,51.48977,-0.21119,1,,
669ed6b5,51.54382,0.20890,,2,
669f5851,52.42156,-1.47562,1,,
66a25acc,51.66060,-0.40431,,2,
66a437fa,50.83251,-0.16028,1,,
66a6fa1a,55.79358,-4.08178,,1,
66a903fc,50.79880,-1.36065,,1,
66ad0358,51.38225,-0.06391,,2,
66b26c05,51.45007,-0.16295,1,,
66b2dbdb,51.45875,-0.44614,,2,
66b6a51e,51.55560,-0.28500,,,2
66b72f96,54.78396,-1.53547,,,2
66b9482b,51.48750,-0.30384,1,,
66bb6145,51.53414,-0.38812,1,1,
66bc40df,52.29119,-0.25607,,,2
66bd62a5,52.27338,-0.87460,,2,
66c4403e,51.67515,-4.91626,,2,
66c4666e,51.85760,0.52181,,2,
66c51d69,51.52649,-0.18368,1,,
66c6e4ab,51.02903,-2.74165,,2,
66c6f6a8,51.61444,-3.93032,,2,
66c97857,51.51907,-0.61326,,,2
66ca870d,50.84183,-0.21940,,2,
66cb42dd,51.56368,0.08249,,,3
66cc5cd6,50.32745,-4.63575,,2,
66d752d2,54.90374,-2.26403,,,2
66d8acbd,51.57346,-0.29540,1,1,
66ddf185,51.99541,-4.98058,,2,
66de0658,51.90284,-0.52246,,,3
66de6afd,54.21634,-5.88355,,2,
66e43e45,51.78240,-3.20790,,2,
66f3362b,51.37834,-0.20263,,2,
66f5e988,52.99562,-1.13404,,2,
66f91834,54.59062,-5.92308,,2,
66fa5dc5,51.49538,-0.24798,,2,
66fab714,51.51248,-0.04748,1,,
6706d147,51.51859,-0.19774,1,,
670a6fc9,50.92485,-0.14585,,2,
670c2618,54.21483,-5.89066,,2,
67118089,51.47025,-0.19086,1,,
671355f4,51.51697,-0.19659,1,,
6716543c,55.85631,-4.04641,,,2
67167ea3,51.51907,-0.19335,1,,
671779f5,51.51106,-0.05903,1,1,
671dc7ee,53.49756,-2.51409,,2,
671e9048,53.14262,-1.55580,,2,
67200d39,51.50457,-0.23909,1,,
6720a701,50.81616,-0.55813,,2,
6721d8c7,53.46557,-2.35302,,1,
67236033,54.97467,-2.09369,,1,
67249303,54.93582,-1.60125,1,,
6725296e,51.55033,-0.13479,1,,
67269c03,51.54331,-0.03974,1,,
6729944c,53.41165,-2.21937,,2,
672b6fc4,51.52997,-0.21376,1,,
672cf302,54.55034,-6.00509,,2,
673420da,51.50707,-0.23351,1,,
6735c10f,51.49088,-0.22628,,,3
67376b38,54.91838,-1.48664,1,1,
673c5829,55.92414,-3.17245,,1,
673c8b18,51.51404,-0.19641,1,,
673d31b0,52.39571,-1.47538,1,,
6743d849,51.33770,-0.11417,,2,
6744b25a,56.00320,-4.73463,,2,
6746db19,51.66400,-3.14614,,2,
674c69ad,51.51533,0.01058,2,,
674da13c,51.57237,-0.00513,1,1,
6750e396,51.42529,-0.03432,1,1,
6751cb0a,51.48806,-0.08733,1,,
67559abc,56.31850,-3.01439,,2,
675c369e,53.84029,-1.64172,,1,
675cf495,54.17555,-6.34051,,2,
675f772f,51.33698,-0.74635,,1,
676283b7,51.48212,-0.13419,2,,
6762c47d,51.48007,-0.28580,1,,
6765fdb5,52.03867,-0.77095,1,1,
67662b3d,53.47606,-2.24672,,1,
6766ba94,51.37833,-2.35937,,2,
6768ad2f,53.75173,-2.46727,,1,
676d8991,51.50070,-0.21467,1,,
6771fbc3,52.45743,-1.20163,,1,2
677402ed,51.52947,-0.11503,1,,
67768ae2,51.49024,-0.18375,1,,
67772d6e,53.02268,-2.17597,,2,
677be7f4,51.50673,-0.22925,1,,
6780cd49,51.48816,-0.30541,1,,
67821139,51.46347,-0.15738,1,,
67822787,50.87341,-0.97541,,1,
67845006,53.44600,-2.28008,,2,
678548c3,54.61232,-1.37773,1,,
67872cae,52.94403,1.21064,,2,
678b0b7b,51.46052,-0.32486,1,,
678beedb,51.39587,-0.06820,,,2
678cf2ac,51.45585,-0.32372,1,,
678d1a78,51.47208,-0.20165,1,,
67922ca2,51.60498,-0.22742,,2,
6794f726,53.70682,-1.48438,,2,
67968af7,55.77060,-2.33836,,,3
6796b490,51.36810,-0.30596,1,1,
679b4e06,51.16077,-0.17547,2,,
679d873b,52.12599,-0.47154,,1,
679f2c1a,51.11380,-0.17050,,,2
67a19857,51.58814,-0.56337,,,2
67a7e3f0,50.72028,-2.94067,,1,
67ac9b80,51.42470,-0.08834,1,,
67b07395,51.46250,-0.10271,1,,
67b8452a,51.46877,-0.05674,1,,
67b96f26,54.96851,-1.62240,,1,
67c22acc,51.57237,-0.00513,1,1,
67c6b2e6,51.64881,-0.39411,,2,
67c8325e,52.94258,-1.46325,,1,2
67e36708,51.48782,-0.27533,1,,
67e72007,51.50188,-0.24734,,2,
67e97cde,53.06482,-2.52208,,,3
67ebeaa4,52.44772,-3.53964,,2,
67ebfdaf,55.92033,-4.33149,,2,
67ec10a0,51.39364,-0.10368,,2,
67ec61da,51.45532,-0.18617,1,,
67ecacd4,53.42035,-2.16227,,1,2
67efb564,51.49088,-0.22628,,,3
67f17eb9,51.55715,-0.13479,1,,
67f2af3a,51.50437,-0.04007,1,,
67f48a01,51.89125,-1.16444,,1,
67f4a427,53.32210,-0.94470,,,3
67f68835,51.54413,-0.09230,1,,
67f6e7bd,51.51757,-0.09494,1,1,
67fc5748,52.03680,-2.42343,,2,
67fd590c,52.40497,-1.53232,1,,
6806c609,51.52226,-0.10487,1,1,
6806d733,51.54561,-0.06247,1,1,
680a05be,52.38653,-1.58703,,1,
680c4649,52.41297,-1.46769,1,,
68122d00,51.51295,-0.26536,1,,
6813f98e,51.49020,-0.09969,1,,
681a0348,54.55708,-1.27531,,2,
681afc0b,52.04350,-0.77883,,2,
681ebee6,54.53120,-1.56531,,1,
68209dc2,51.43498,-0.19726,1,1,
68256bd8,51.43580,-0.00490,1,1,
68279abf,50.84603,-0.14393,1,,
682b5afa,51.39153,-0.11122,,2,
682d409f,51.54529,-0.19516,1,,
683ae2ab,54.96130,-1.58860,2,,
6843256b,51.48131,-0.46155,,2,
684375ca,51.59910,0.29917,,2,
6845d16b,51.44244,-2.61395,,1,
6846e5a9,52.80691,-1.80453,,2,
684bb92f,52.47057,-1.54607,,,3
684d39cb,51.48014,-0.20506,1,,
684e54d7,51.46987,-0.18768,1,,
684effb8,54.06462,-1.99832,,2,
68517c00,54.17714,-6.34258,,2,
68555f77,51.45775,-0.20382,1,,
68561bd8,51.24155,-0.32485,,2,
6857ad84,50.41499,-5.07385,,,3
68580935,51.53372,-0.21796,1,,
686097f2,51.48955,0.06715,,2,
6861ba82,51.40288,-0.25785,1,1,
6864ba87,50.79290,-1.10470,,,2
686521d8,53.13094,-1.15890,,2,
68668468,52.14687,-0.48791,,1,
68669156,51.43610,-0.12248,1,,
686906b1,55.05070,-1.74409,,1,
68719452,51.53789,-0.18023,1,,
6878e285,52.69843,-2.49836,,2,
687d34c7,54.36867,-3.07388,2,,
6881da21,53.30114,-1.12306,,2,
68831a88,51.59840,-0.09404,1,1,
6886442b,51.50526,-0.22252,1,,
6887ca2d,50.84454,-0.14171,1,,
688a2082,52.53564,-1.37246,,2,
688c6d9c,53.08432,-1.57325,,2,
688e2c95,52.89557,-1.19290,,2,
689015a7,50.89746,-1.38041,,2,
689819f1,51.47257,-0.01236,,,2
689fe147,51.71775,-3.44791,,2,
68a89238,51.52448,-0.10752,1,1,
68ab4e45,51.49140,0.28230,,2,
68abe0dc,51.45549,-0.14272,1,,
68aef3eb,53.21674,-2.33183,,1,
68af1c4e,51.48051,-0.20378,1,,
68b2e411,50.83175,-0.12707,1,,
68b6750f,51.51525,0.01086,2,,
68c16354,51.48468,-0.15850,,1,
68c3502e,53.33238,-2.98579,,1,
68c7fca1,51.51620,-0.15800,2,,
68cd914f,51.14844,0.87460,,2,
68ce24b1,53.57490,-2.27820,2,,
68dab8ee,50.94209,-2.63628,,2,
68dc571f,51.48900,-0.11080,,,2
68dc6cbe,54.54240,-1.29097,,1,
68e1c385,53.41182,-2.21800,,1,
68e2d80b,51.51684,-0.14430,1,1,
68e3748c,53.41255,-2.98419,,1,
68e44063,51.50927,-0.20416,1,,
68e54eb7,54.70204,-1.57847,,1,
68eb8c5d,52.20700,0.13328,2,,
68ef1cc0,51.48980,0.02675,,2,
68f0f6a1,51.49801,-0.22052,1,,
68f36ba7,54.99424,-7.32317,,2,
68f72ad9,50.83281,-0.12680,1,,
68f72ce1,51.44817,-2.58384,,2,
68fe33eb,52.96755,-1.17256,,2,
68fed5f4,51.48066,-0.16592,1,1,
69054b3d,51.53431,-0.22955,1,,
690af400,53.54052,-2.11606,,2,
690e4fce,51.48616,-0.09267,1,,
690f8cb6,51.49511,-0.05131,1,,
690fb854,51.46261,-0.15505,1,,
6912630e,51.44374,-0.14242,1,,
69190c59,51.50959,-0.21381,1,,
691cd1dd,55.86390,-4.24990,,1,
691e2d83,51.87330,-0.40465,1,1,
691eecfb,51.88220,-2.03895,,,2
69223cd2,51.53298,-0.12160,1,,
692265f2,53.95050,-1.01926,,,2
6926ea9d,51.46986,-0.21071,,2,
6927264f,57.10903,-2.09584,,2,
6928deac,51.53566,-2.54593,,,3
692db12c,51.76478,-0.21549,,1,
692ed49d,51.52515,-0.16386,1,,
69386f6b,54.47244,-7.63060,,2,
6939b015,53.37145,-2.72439,,1,
693c870b,54.99519,-7.32212,,2,
6943718f,51.55984,-0.00660,1,,
6943a905,51.49985,-0.18482,1,,
69459307,51.47986,-0.01011,1,1,
69516965,55.23417,-2.58882,,1,
6953aa78,54.90245,-1.41019,,1,
6955f020,55.83564,-3.21967,,2,
6956968b,51.76234,-0.24088,,,2
6958d9fd,53.23822,-4.14396,,1,
69595c9b,51.53106,-0.20085,1,,
695bf657,51.00557,-0.90701,,1,
6961f017,50.82410,-0.13968,,2,
696335a2,51.44131,-0.10112,1,,
696da1ba,51.42008,0.16243,,2,
696e971e,51.75185,-0.27561,,2,
6972a767,51.53480,0.71743,,2,
6973786d,51.39208,1.38353,,2,
6978b71c,54.96112,-4.47964,,,2
697e8802,53.93778,-1.38450,,1,
69861154,53.54174,-2.64514,,1,3
698f4e63,51.51540,0.01077,2,,
6991168e,50.61163,-3.45952,,2,
6992eedf,51.74708,-0.01107,,2,
6997a8bd,51.49284,-0.06328,1,,
699b1524,51.68978,-0.41735,,2,
699b4566,51.61641,-0.13252,,2,
69a439a3,54.55052,-1.30655,,1,
69aed062,55.13397,-1.53426,,1,
69afdb6d,51.52959,-0.18437,1,,
69b535f4,51.35306,-0.41667,,2,
69baa1f1,51.52132,0.06588,2,,
69bbc4cc,51.51363,-0.21295,1,,
69c07226,53.49739,-2.51936,,1,
69c418c3,54.38559,-7.63905,,2,2
69c4693b,51.51232,-0.18302,1,,
69c516fd,53.23834,-1.42414,,2,
69c765b7,55.86034,-4.29109,,2,
69c80a80,51.47307,-0.25054,1,,
69ccd6d1,51.48066,-0.35471,1,1,
69dd6e8c,52.48990,-2.01839,1,1,
69df5e5e,53.72301,-0.41707,,2,
69df8470,52.91752,-1.26390,,,2
69e0b69f,53.59355,-2.29973,,2,
69e3858f,54.56650,-1.29943,,1,
69e3fe76,53.04822,-1.41035,,2,
69e68ae4,50.41627,-4.11841,,2,
69e6b98d,51.47875,-0.60597,,1,
69e7c070,50.72395,-1.81595,,1,
69f05392,50.84785,-0.54653,,2,
69f4e95d,52.21594,-1.87117,,2,
69f54969,51.45936,-0.32382,1,,
69f6ffd7,51.57637,0.04539,,2,
69f70dea,51.51282,-0.19300,1,,
69f70f04,52.53945,-2.42285,,2,
69fb0671,51.89111,-1.15976,,2,
69fe6d49,51.91861,-1.16165,,2,
6a00ac1e,51.51608,-0.29085,,,3
6a02a028,51.40447,0.02012,1,1,
6a0e5f99,51.38396,-0.07708,1,,
6a0f6e07,51.72572,-0.83329,,2,
6a1093b3,51.52631,-0.20290,1,,
6a10e8d9,51.50744,0.01630,,2,
6a158617,51.52933,-0.11359,,1,
6a175c69,52.13082,-0.98826,,2,
6a1874fe,51.87743,-0.40877,,2,
6a1d0883,51.61078,0.08139,,,2
6a1d8c02,51.54562,-0.00573,,4,
6a1dff98,51.48111,-0.22194,1,,
6a1ef1c7,51.47600,-0.36300,1,1,
6a1fd7c6,51.42071,-0.20855,,2,
6a212616,51.45320,-0.14569,1,,
6a25b245,51.45725,-0.21516,1,,
6a267cc8,51.42144,-0.37771,1,,
6a279396,51.48781,-0.10347,1,,
6a2aa119,51.03840,-2.27829,,2,
6a2bd963,54.58770,-5.94376,,2,
6a3176aa,51.60547,0.00120,1,,
6a3496bc,53.02266,-2.17603,,2,
6a360048,50.96430,-1.35300,1,,
6a3dedc6,52.40922,-1.55373,1,,
6a3f8e54,51.50030,-0.01013,2,,
6a40c9ba,54.77706,-1.57395,,1,
6a433f66,51.54650,-0.13038,1,,
6a43db45,51.63002,0.00097,,2,
6a476839,50.85113,-3.39109,,,2
6a4b2744,55.09560,-1.58424,,,3
6a4e79d9,54.99923,-1.43759,,2,
6a507b2f,50.76980,0.28470,,1,
6a52c5f0,51.54978,-0.04549,2,,
6a591b8b,51.52486,-0.19425,1,,
6a5abc4d,52.11227,-0.47860,,2,
6a5ede84,51.49313,-0.16337,1,,
6a6473a1,54.54559,-3.58553,,,3
6a654901,51.45199,-2.60287,,,3
6a6d8229,51.50991,-0.23750,1,,
6a7014ae,51.46211,-0.15975,1,,
6a764ea3,51.33770,-0.11417,,2,
6a78daf8,53.95920,-1.06332,,2,
6a7cbc6a,51.78780,-0.78406,,2,
6a7f689a,51.49880,-0.19160,,,2
6a8006b6,51.41094,-2.38706,,4,
6a801297,53.57798,-2.09501,,1,
6a824de8,51.63459,-0.75367,,1,2
6a8257be,51.50816,0.02712,,2,
6a87efaa,53.51393,-2.37146,,1,
6a9309e3,50.83515,-0.17141,,2,
6a931888,53.00463,-1.12861,2,,
6a95d07d,56.13102,-3.96606,,,3
6a96e34a,53.55041,-2.19632,,1,
6a974341,52.92010,-1.50515,,1,
6a992318,50.99520,0.00138,,2,
6a9a797c,52.63154,-1.13491,,2,
6a9c2c5b,52.03702,-0.76852,,2,
6aa0ab5b,51.45053,-0.08299,1,,
6aa25537,51.47885,-0.60505,,1,
6aa555da,51.52621,-0.16242,,,2
6aaa5aa0,53.64738,-2.31739,,1,
6aae651c,51.42753,-0.56205,,2,
6aaeb973,51.45886,-0.01143,1,1,
6ab40c82,52.09162,1.32062,,2,
6ab897f4,51.67773,-0.60254,,1,2
6aba6f70,54.99460,-1.41860,,2,
6abb6560,52.65934,1.33473,,2,
6abe352b,51.46659,-0.07343,1,1,
6ac2722b,51.55094,-0.19611,1,,
6ac808d5,51.57637,0.04541,,2,
6ac87ccf,51.03369,-4.21139,,2,
6aca774f,51.70305,-0.37351,,1,
6acce632,51.47679,-0.06406,1,,
6ad0544f,51.55039,-0.16793,1,,
6ad5b48e,53.74896,-1.53122,,1,2
6ad7a30a,52.04290,-0.74930,,2,
6adedd92,52.43001,-1.53275,1,,
6ae208ea,51.55821,-0.38308,,,3
6ae21396,53.87309,-2.38792,,2,
6ae3babf,51.47670,-0.09487,2,,
6ae47dba,51.52064,-0.15165,,2,
6aeba007,55.88143,-3.08639,,1,2
6af15b03,51.48396,-0.21991,1,,
6af9789d,51.48872,-0.25537,1,,
6afd9c80,51.49018,0.02331,,2,
6b01e99a,51.52358,-0.19306,1,,
6b0ad80b,52.97971,-1.14602,,2,
