MSOA11CD,Representative Charging Devices
E02003190,7.889
E02003191,27.000
E02003192,43.008
E02003194,14.244
E02003195,9.632
E02003196,63.418
E02003197,30.784
E02003198,15.638
E02003199,23.121
E02003200,40.018
E02003201,18.575
E02003202,12.105
E02003203,12.766
E02003204,25.611
E02003205,9.099
E02003206,35.975
E02003207,10.211
E02003208,35.559
E02003209,6.900
E02003210,65.098
E02003211,46.840
E02003212,28.620
E02003214,6.886
E02003215,31.652
E02003216,11.245
E02003217,16.998
E02003218,6.279
E02003219,81.536
E02003220,21.901
E02003221,7.180
E02003222,20.937
E02003223,15.033
E02003224,15.792
E02003225,39.959
E02003226,13.492
E02003227,12.283
E02003228,10.786
E02003229,11.407
E02003230,20.238
E02003231,15.473
E02003232,10.571
E02003233,19.361
E02003234,70.996
E02003235,20.347
E02003236,42.367
E02003237,20.632
E02003238,5.111
E02003239,25.157
E02003240,39.243
E02003241,29.561
E02003242,103.206
E02003243,12.531
E02003244,3.412
E02003245,11.988
E02003246,6.398
E02003247,9.378
E02003248,4.497
E02003249,6.759
E02003250,11.655
E02003251,18.694
E02003252,13.805
E02003253,12.515
E02003254,40.567
E02003255,15.151
E02003257,17.064
E02003258,9.021
E02003259,6.813
E02003260,6.871
E02003261,7.212
E02003262,9.892
E02003263,30.747
E02003264,10.792
E02003265,13.679
E02003266,8.016
E02003267,8.663
E02003268,7.239
E02003269,16.568
E02003270,7.525
E02003271,23.962
E02003272,8.328
E02003273,17.288
E02003274,7.516
E02003275,64.728
E02003276,3.831
E02003277,4.718
E02003278,8.338
E02003279,22.066
E02003280,10.001
E02003281,37.237
E02003282,13.152
E02003283,16.507
E02003284,8.366
E02003285,14.560
E02003286,22.842
E02003287,8.692
E02003288,55.486
E02003289,24.393
E02003290,18.267
E02003291,29.776
E02003292,8.839
E02003293,24.178
E02003294,10.194
E02003295,16.334
E02003296,15.916
E02003297,19.642
E02003298,10.912
E02003299,24.626
E02003300,18.965
E02003301,25.983
E02003302,13.933
E02003303,13.474
E02003304,13.677
E02003305,14.490
E02003307,19.058
E02003308,10.690
E02003309,3.630
E02003310,42.537
E02003311,24.154
E02003312,4.998
E02003313,21.431
E02003314,25.888
E02003315,16.507
E02003316,25.721
E02003317,19.633
E02003318,10.853
E02003319,18.130
E02003320,16.229
E02003321,11.084
E02003322,8.400
E02003323,7.893
E02003324,24.315
E02003325,21.931
E02003326,9.246
E02003327,53.185
E02003328,45.762
E02003329,8.416
E02003330,7.350
E02003331,18.579
E02003332,10.281
E02003333,11.038
E02003334,5.589
E02003335,5.615
E02003336,14.645
E02003337,9.538
E02003338,18.409
E02003339,7.080
E02003340,14.841
E02003341,14.092
E02003342,12.216
E02003343,30.705
E02003344,11.122
E02003345,11.295
E02003346,13.780
E02003347,8.818
E02003348,11.974
E02003349,15.695
E02003350,13.273
E02003351,18.000
E02003352,34.238
E02003353,63.124
E02003354,29.174
E02003355,85.918
E02003356,34.211
E02003357,19.722
E02003358,27.858
E02003359,7.984
E02003360,16.868
E02003361,11.436
E02003362,5.653
E02003363,52.468
E02003364,45.010
E02003365,60.922
E02003366,32.665
E02003367,43.644
E02003368,31.905
E02003369,72.064
E02003370,23.001
E02003371,20.931
E02003372,29.961
E02003373,56.484
E02003374,19.725
E02003375,41.932
E02003376,38.658
E02003377,114.639
E02003378,24.491
E02003379,15.969
E02003380,22.610
E02003381,24.467
E02003382,27.225
E02003383,20.180
E02003384,45.961
E02003385,104.710
E02003386,20.602
E02003387,21.253
E02003388,48.394
E02003389,47.393
E02003390,28.011
E02003391,36.507
E02003392,36.109
E02003393,28.602
E02003394,9.510
E02003395,57.193
E02003396,10.801
E02003397,11.499
E02003398,7.515
E02003399,77.462
E02003400,7.955
E02003401,5.860
E02003402,9.930
E02003403,11.739
E02003404,17.040
E02003405,78.194
E02003406,24.659
E02003407,24.937
E02003408,25.990
E02003409,14.434
E02003410,12.404
E02003411,16.918
E02003412,9.460
E02003413,24.097
E02003414,12.097
E02003415,13.423
E02003416,11.664
E02003417,99.611
E02003418,12.312
E02003419,10.061
E02003420,18.534
E02003421,19.180
E02003422,89.890
E02003423,22.398
E02003424,40.291
E02003425,156.968
E02003426,33.082
E02003427,28.963
E02003428,27.290
E02003429,34.070
E02003430,66.245
E02003431,19.156
E02003432,27.030
E02003433,16.132
E02003434,21.753
E02003435,17.763
E02003436,28.179
E02003437,43.442
E02003438,113.300
E02003439,63.136
E02003440,50.351
E02003441,40.668
E02003442,32.378
E02003443,29.904
E02003444,81.812
E02003445,28.022
E02003446,36.110
E02003447,48.354
E02003448,62.463
E02003449,16.720
E02003450,31.261
E02003451,192.096
E02003452,34.412
E02003453,33.615
E02003454,56.910
E02003455,46.852
E02003456,41.258
E02003457,51.411
E02003458,50.511
E02003459,60.654
E02003460,75.166
E02003461,24.870
E02003462,58.226
E02003463,23.493
E02003464,12.406
E02003465,35.560
E02003466,15.111
E02003467,28.567
E02003468,26.546
E02003469,15.936
E02003470,11.189
E02003471,16.684
E02003472,20.684
E02003473,108.676
E02003474,29.848
E02003475,219.821
E02003476,10.820
E02003477,77.325
E02003478,52.180
E02003479,14.294
E02003480,49.925
E02003481,53.235
E02003482,76.624
E02003483,67.811
E02003484,47.451
E02003485,30.545
E02003486,74.855
E02003487,22.312
E02003488,19.662
E02003489,26.493
E02003490,17.862
E02003491,10.485
E02003492,11.941
E02003493,12.464
E02003494,7.333
E02003495,6.802
E02003496,15.772
E02003497,16.178
E02003498,9.572
E02003499,6.854
E02003500,6.111
E02003501,17.004
E02003502,7.472
E02003503,15.628
E02003504,9.584
E02003505,7.017
E02003506,16.460
E02003507,8.397
E02003508,6.173
E02003509,68.474
E02003510,17.970
E02003511,28.839
E02003512,11.439
E02003513,14.109
E02003514,11.544
E02003515,9.714
E02003516,20.569
E02003517,101.229
E02003518,23.797
E02003519,23.084
E02003520,20.483
E02003521,11.075
E02003522,9.714
E02003523,18.493
E02003524,10.852
E02003525,12.024
E02003526,10.422
E02003527,22.516
E02003529,10.051
E02003530,3.403
E02003531,10.112
E02003532,2.008
E02003533,2.008
E02003534,2.854
E02003535,2.807
E02003536,1.954
E02003537,6.701
E02003538,0.174
E02003539,9.782
E02003540,11.409
E02003541,3.571
E02003542,6.696
E02003543,5.883
E02003544,5.870
E02003545,3.891
E02003546,8.943
E02003547,5.010
E02003548,3.925
E02003549,16.285
E02003550,10.067
E02003551,8.319
E02003552,8.153
E02003553,7.471
E02003554,13.321
E02003555,11.840
E02003556,8.807
E02003557,11.417
E02003558,9.949
E02003559,7.779
E02003560,12.488
E02003561,9.884
E02003562,36.024
E02003563,34.859
E02003564,11.872
E02003565,1.840
E02003566,9.361
E02003567,10.572
E02003568,7.480
E02003569,19.826
E02003570,3.582
E02003571,8.445
E02003572,7.881
E02003573,14.724
E02003574,9.351
E02003575,9.411
E02003576,11.629
E02003577,0.067
E02003578,8.632
E02003579,13.547
E02003580,5.335
E02003581,17.681
E02003582,13.908
E02003583,10.697
E02003584,11.876
E02003585,10.445
E02003586,12.544
E02003587,19.609
E02003588,20.067
E02003589,13.144
E02003590,37.126
E02003591,11.225
E02003592,12.105
E02003593,8.596
E02003594,16.880
E02003595,11.503
E02003596,19.248
E02003597,19.363
E02003598,28.983
E02003599,16.039
E02003600,50.860
E02003601,34.679
E02003602,35.669
E02003603,63.383
E02003604,38.206
E02003605,59.771
E02003606,46.857
E02003607,65.447
E02003608,36.239
E02003609,65.933
E02003610,72.636
E02003611,37.388
E02003612,34.638
E02003613,25.894
E02003614,40.590
E02003615,49.516
E02003616,34.873
E02003617,72.597
E02003618,34.244
E02003619,52.560
E02003620,22.198
E02003621,19.799
E02003622,27.786
E02003623,40.979
E02003624,9.705
E02003625,21.664
E02003626,15.092
E02003627,155.083
E02003628,10.613
E02003629,20.088
E02003630,24.020
E02003631,13.296
E02003632,11.176
E02003633,27.246
E02003634,50.020
E02003635,52.244
E02003636,24.445
E02003637,43.859
E02003638,40.681
E02003639,58.571
E02003640,36.515
E02003641,18.503
E02003642,16.322
E02003643,89.818
E02003644,28.695
E02003645,19.015
E02003646,22.495
E02003647,86.316
E02003648,10.870
E02003649,14.761
E02003650,23.226
E02003651,7.442
E02003652,54.512
E02003653,67.763
E02003654,43.917
E02003655,74.120
E02003656,38.225
E02003657,40.723
E02003658,49.920
E02003659,51.768
E02003660,38.879
E02003661,59.391
E02003662,12.283
E02003663,51.679
E02003664,26.959
E02003665,5.411
E02003666,43.381
E02003667,18.625
E02003668,17.023
E02003669,10.186
E02003670,17.506
E02003671,8.769
E02003672,81.131
E02003673,28.650
E02003674,45.838
E02003675,95.046
E02003676,49.205
E02003677,58.031
E02003678,20.534
E02003679,37.115
E02003680,76.250
E02003681,133.958
E02003682,51.969
E02003683,46.057
E02003685,67.298
E02003686,74.006
E02003687,40.338
E02003688,160.818
E02003689,137.411
E02003690,28.136
E02003691,33.183
E02003692,37.203
E02003693,33.520
E02003694,13.636
E02003695,50.153
E02003696,87.692
E02003697,56.046
E02003698,43.682
E02003699,33.952
E02003701,28.329
E02003702,69.888
E02003703,26.392
E02003704,23.866
E02003705,14.582
E02003706,15.546
E02003707,12.774
E02003708,14.692
E02003709,13.859
E02003710,158.795
E02003711,27.892
E02003712,27.162
E02003713,24.142
E02003714,38.375
E02003715,39.652
E02003716,55.731
E02003717,56.876
E02003718,84.748
E02003719,7.385
E02003720,7.263
E02003721,7.627
E02003722,6.840
E02003723,9.277
E02003724,88.088
E02003725,32.512
E02003726,11.135
E02003727,7.386
E02003728,38.877
E02003729,12.855
E02003730,35.747
E02003731,20.801
E02003732,31.980
E02003733,38.716
E02003734,32.279
E02003735,59.266
E02003736,44.797
E02003737,27.528
E02003738,16.625
E02003739,34.480
E02003740,39.261
E02003742,12.418
E02003743,14.141
E02003744,39.600
E02003745,20.185
E02003746,17.873
E02003747,42.198
E02003748,11.495
E02003749,22.330
E02003750,22.264
E02003751,14.641
E02003752,22.341
E02003753,28.375
E02003754,27.337
E02003755,37.564
E02003756,34.110
E02003757,27.526
E02003758,47.873
E02003759,18.701
E02003760,14.908
E02003761,7.824
E02003762,56.669
E02003763,19.314
E02003764,89.614
E02003765,31.760
E02003766,13.199
E02003767,46.271
E02003768,42.482
E02003769,25.180
E02003770,53.880
E02003771,48.844
E02003772,33.830
E02003773,25.323
E02003774,25.823
E02003775,44.920
E02003776,49.267
E02003777,62.952
E02003778,38.003
E02003779,38.655
E02003780,64.431
E02003781,35.984
E02003783,29.077
E02003784,71.304
E02003785,34.311
E02003786,52.787
E02003787,45.486
E02003788,69.490
E02003789,45.511
E02003790,74.523
E02003791,77.824
E02003792,51.623
E02003793,38.881
E02003794,41.221
E02003795,13.843
E02003796,22.155
E02003797,28.797
E02003798,3.571
E02003799,5.141
E02003800,36.905
E02003801,19.211
E02003802,96.777
E02003803,26.312
E02003804,30.104
E02003805,32.471
E02003806,29.582
E02003807,33.366
E02003808,18.866
E02003809,82.129
E02003810,57.341
E02003811,46.638
E02003812,30.678
E02003813,21.486
E02003814,27.886
E02003815,29.712
E02003816,44.503
E02003817,57.450
E02003818,20.712
E02003819,37.874
E02003820,40.173
E02003821,44.309
E02003822,56.774
E02003823,17.039
E02003824,17.137
E02003825,5.595
E02003826,9.214
E02003827,9.450
E02003828,9.348
E02003829,47.251
E02003830,24.592
E02003831,35.299
E02003832,13.761
E02003833,14.135
E02003834,19.249
E02003835,26.936
E02003836,56.941
E02003837,63.992
E02003838,22.702
E02003839,37.129
E02003840,67.336
E02003841,46.412
E02003842,38.813
E02003843,17.260
E02003844,22.246
E02003845,30.439
E02003846,18.468
E02003847,30.904
E02003848,6.732
E02003849,13.930
E02003850,13.000
E02003851,8.071
E02003852,15.534
E02003853,20.092
E02003854,10.809
E02003855,11.335
E02003856,69.241
E02003857,34.969
E02003858,117.469
E02003859,118.456
E02003860,37.006
E02003861,64.477
E02003862,31.764
E02003863,37.083
E02003864,76.340
E02003865,32.696
E02003866,22.504
E02003867,26.160
E02003868,38.830
E02003869,24.987
E02003870,158.973
E02003871,13.504
E02003872,61.800
E02003873,18.679
E02003874,52.148
E02003875,48.071
E02003876,25.778
E02003877,60.771
E02003878,40.304
E02003879,118.722
E02003880,29.667
E02003881,28.111
E02003882,23.333
E02003883,45.333
E02003884,50.510
E02003885,20.270
E02003886,12.268
E02003887,9.955
E02003888,30.032
E02003889,10.810
E02003890,12.887
E02003891,66.565
E02003892,12.327
E02003893,16.201
E02003894,20.636
E02003895,17.740
E02003896,23.883
E02003897,13.573
E02003898,20.962
E02003899,10.299
E02003900,19.508
E02003901,16.843
E02003902,5.294
E02003903,4.388
E02003904,10.653
E02003905,23.155
E02003906,28.530
E02003907,22.066
E02003908,15.459
E02003909,25.316
E02003910,63.101
E02003911,43.589
E02003912,28.827
E02003913,23.606
E02003914,17.137
E02003915,14.859
E02003916,18.215
E02003917,11.286
E02003918,10.512
E02003919,11.350
E02003920,14.340
E02003921,11.989
E02003922,11.230
E02003923,12.805
E02003924,15.477
E02003925,8.013
E02003926,23.687
E02003927,37.800
E02003928,16.396
E02003929,13.422
E02003930,21.540
E02003931,21.417
E02003932,15.553
E02003933,5.628
E02003934,15.528
E02003935,19.063
E02003936,22.862
E02003937,20.172
E02003938,17.416
E02003939,19.232
E02003940,22.956
E02003941,20.315
E02003942,11.413
E02003943,15.016
E02003944,14.796
E02003945,10.382
E02003946,11.969
E02003947,15.331
E02003948,4.684
E02003949,9.388
E02003950,11.278
E02003951,7.757
E02003952,19.039
E02003953,30.542
E02003954,26.030
E02003955,13.610
E02003956,13.302
E02003957,21.881
E02003958,14.525
E02003959,7.184
E02003960,10.964
E02003961,30.116
E02003962,11.455
E02003963,19.799
E02003964,20.477
E02003965,24.317
E02003966,18.709
E02003967,30.468
E02003968,7.141
E02003969,5.052
E02003970,20.915
E02003971,16.512
E02003972,12.126
E02003973,11.472
E02003974,4.931
E02003975,6.963
E02003976,23.472
E02003977,5.220
E02003978,9.361
E02003979,8.386
E02003980,4.847
E02003981,5.271
E02003982,16.400
E02003983,12.609
E02003984,10.002
E02003985,3.221
E02003986,3.099
E02003987,10.871
E02003988,18.467
E02003989,10.864
E02003990,10.969
E02003991,5.485
E02003992,17.664
E02003993,26.453
E02003994,14.526
E02003995,7.156
E02003996,9.095
E02003997,3.738
E02003998,3.926
E02003999,11.011
E02004000,4.692
E02004001,11.677
E02004002,7.545
E02004003,0.799
E02004004,7.879
E02004005,0.103
E02004006,0.205
E02004007,11.000
E02004008,13.572
E02004009,14.592
E02004010,18.906
E02004011,16.852
E02004012,14.026
E02004013,26.858
E02004014,19.504
E02004015,23.639
E02004016,24.952
E02004017,19.745
E02004018,35.301
E02004019,18.776
E02004020,10.682
E02004021,26.916
E02004022,9.326
E02004023,13.870
E02004024,28.124
E02004025,30.474
E02004026,23.354
E02004027,38.849
E02004028,18.334
E02004029,23.422
E02004030,21.654
E02004031,40.930
E02004032,17.406
E02004033,12.309
E02004034,14.531
E02004035,38.469
E02004036,12.208
E02004037,31.249
E02004038,93.434
E02004039,32.602
E02004040,23.949
E02004041,24.572
E02004043,15.772
E02004044,52.345
E02004045,29.519
E02004046,11.305
E02004047,7.828
E02004048,14.576
E02004049,9.421
E02004050,7.579
E02004051,14.421
E02004052,20.911
E02004053,13.780
E02004054,24.715
E02004055,15.833
E02004056,27.474
E02004057,15.941
E02004058,13.041
E02004059,15.579
E02004060,14.681
E02004061,12.587
E02004062,16.825
E02004063,11.834
E02004064,69.475
E02004065,16.105
E02004066,16.657
E02004067,7.952
E02004068,40.494
E02004069,61.159
E02004070,36.274
E02004071,12.764
E02004072,23.765
E02004073,43.894
E02004074,14.205
E02004075,29.349
E02004076,31.982
E02004077,25.842
E02004078,7.180
E02004080,24.999
E02004081,11.680
E02004082,5.913
E02004083,7.680
E02004084,5.147
E02004085,24.002
E02004086,38.105
E02004087,14.325
E02004088,19.585
E02004089,39.858
E02004090,33.420
E02004091,19.042
E02004092,17.269
E02004093,20.573
E02004094,30.666
E02004095,31.114
E02004096,31.857
E02004097,44.514
E02004098,34.892
E02004100,58.517
E02004102,28.289
E02004103,10.029
E02004104,13.212
E02004105,29.321
E02004106,21.363
E02004108,44.395
E02004109,29.510
E02004110,25.523
E02004111,12.235
E02004112,25.363
E02004113,30.115
E02004114,28.834
E02004115,19.773
E02004116,16.180
E02004117,23.065
E02004118,61.652
E02004119,61.166
E02004120,34.233
E02004121,54.581
E02004122,41.018
E02004123,57.077
E02004124,17.398
E02004125,22.525
E02004126,53.602
E02004128,41.527
E02004129,23.949
E02004130,27.698
E02004131,15.064
E02004132,39.126
E02004133,19.236
E02004134,43.768
E02004135,34.674
E02004136,41.551
E02004137,18.503
E02004138,16.064
E02004139,10.669
E02004140,22.509
E02004141,21.524
E02004142,19.000
E02004143,10.162
E02004144,11.835
E02004145,27.929
E02004146,13.571
E02004147,29.372
E02004148,15.265
E02004149,11.560
E02004150,7.173
E02004151,12.454
E02004152,9.707
E02004153,6.723
E02004154,6.956
E02004155,5.762
E02004156,74.799
E02004157,13.201
E02004158,11.227
E02004159,29.284
E02004160,10.566
E02004161,14.140
E02004162,20.012
E02004163,15.949
E02004164,21.940
E02004165,14.120
E02004166,20.789
E02004167,12.793
E02004168,20.042
E02004169,16.604
E02004170,23.629
E02004171,26.261
E02004172,17.136
E02004173,20.731
E02004174,21.456
E02004175,9.221
E02004176,10.743
E02004177,10.398
E02004178,17.784
E02004179,26.324
E02004180,15.546
E02004181,11.768
E02004182,30.222
E02004183,9.925
E02004184,7.750
E02004185,15.889
E02004186,22.328
E02004187,23.017
E02004188,14.639
E02004189,15.095
E02004190,43.132
E02004191,38.745
E02004192,24.549
E02004193,36.496
E02004194,25.017
E02004195,14.783
E02004196,40.705
E02004197,31.469
E02004198,20.872
E02004199,17.589
E02004200,12.966
E02004201,25.208
E02004202,28.706
E02004203,30.926
E02004204,29.752
E02004205,17.928
E02004206,22.746
E02004207,20.527
E02004208,18.443
E02004209,16.592
E02004210,28.309
E02004211,20.639
E02004212,8.493
E02004213,16.062
E02004214,54.267
E02004215,15.143
E02004216,9.481
E02004217,23.929
E02004218,12.486
E02004219,16.305
E02004220,13.588
E02004221,11.580
E02004222,24.518
E02004223,18.654
E02004224,19.760
E02004225,10.654
E02004226,20.457
E02004227,25.748
E02004228,21.126
E02004229,21.077
E02004230,14.964
E02004231,29.303
E02004232,18.060
E02004233,45.747
E02004234,19.796
E02004235,20.028
E02004236,20.993
E02004237,17.966
E02004238,24.575
E02004239,19.083
E02004240,17.314
E02004241,66.185
E02004242,17.780
E02004243,32.932
E02004244,56.171
E02004245,42.853
E02004246,32.797
E02004247,34.548
E02004248,22.850
E02004249,26.154
E02004250,47.781
E02004251,31.179
E02004252,66.199
E02004253,32.168
E02004254,32.568
E02004255,20.969
E02004256,27.796
E02004257,24.000
E02004258,42.965
E02004259,26.146
E02004260,26.278
E02004261,41.127
E02004262,26.170
E02004263,19.490
E02004264,27.143
E02004265,35.155
E02004266,27.308
E02004267,16.837
E02004268,27.239
E02004269,30.926
E02004270,27.465
E02004271,44.156
E02004272,57.623
E02004273,33.134
E02004274,24.679
E02004275,25.145
E02004276,13.988
E02004277,55.858
E02004278,14.286
E02004279,31.895
E02004280,25.008
E02004281,16.960
E02004282,20.582
E02004283,14.390
E02004284,38.334
E02004285,8.059
E02004286,4.997
E02004287,5.763
E02004288,5.045
E02004289,6.045
E02004290,17.057
E02004291,21.464
E02004292,25.966
E02004293,53.980
E02004294,25.410
E02004295,26.321
E02004296,32.570
E02004297,26.476
E02004298,30.314
E02004299,16.809
E02004300,16.587
E02004301,13.578
E02004302,15.230
E02004303,38.447
E02004304,29.518
E02004305,27.119
E02004306,25.685
E02004307,22.674
E02004308,16.019
E02004309,14.689
E02004310,23.562
E02004311,29.352
E02004312,62.177
E02004313,23.215
E02004314,58.657
E02004315,44.090
E02004316,17.861
E02004317,18.091
E02004318,23.228
E02004319,22.739
E02004320,14.356
E02004321,21.186
E02004322,15.684
E02004323,17.545
E02004324,10.901
E02004325,8.814
E02004326,22.250
E02004327,6.769
E02004328,5.429
E02004329,12.199
E02004330,10.808
E02004331,22.800
E02004332,20.606
E02004333,17.347
E02004334,17.152
E02004335,20.799
E02004336,10.224
E02004337,44.725
E02004338,11.173
E02004339,29.829
E02004340,0.962
E02004341,18.889
E02004342,8.786
E02004343,16.166
E02004344,45.559
E02004345,41.024
E02004346,21.032
E02004347,13.537
E02004348,23.396
E02004349,17.697
E02004350,24.626
E02004351,13.800
E02004352,16.766
E02004353,18.156
E02004354,14.830
E02004355,7.039
E02004356,9.499
E02004357,3.894
E02004358,13.265
E02004359,7.475
E02004361,15.265
E02004362,7.210
E02004363,5.516
E02004364,13.909
E02004365,7.540
E02004366,25.344
E02004367,20.287
E02004368,10.562
E02004369,9.081
E02004370,8.680
E02004371,9.198
E02004372,4.872
E02004373,24.851
E02004374,9.951
E02004375,8.209
E02004376,25.468
E02004377,10.180
E02004378,10.841
E02004379,39.459
E02004380,43.929
E02004381,71.060
E02004382,38.716
E02004383,21.348
E02004384,13.521
E02004385,25.316
E02004386,5.433
E02004387,5.289
E02004388,17.035
E02004389,20.420
E02004390,19.973
E02004391,31.650
E02004392,49.319
E02004393,26.176
E02004394,34.382
E02004395,31.487
E02004396,21.187
E02004397,32.955
E02004398,13.141
E02004399,6.375
E02004400,29.521
E02004401,21.298
E02004402,29.982
E02004403,36.939
E02004404,56.265
E02004405,25.359
E02004406,71.989
E02004407,49.381
E02004408,30.866
E02004409,35.939
E02004410,42.822
E02004411,79.576
E02004412,43.500
E02004413,33.228
E02004414,16.349
E02004415,33.002
E02004416,24.772
E02004417,32.600
E02004418,9.715
E02004419,14.064
E02004420,39.343
E02004421,29.991
E02004422,46.226
E02004423,15.428
E02004424,24.813
E02004425,25.111
E02004426,39.805
E02004427,77.304
E02004428,25.558
E02004429,20.011
E02004430,15.466
E02004431,23.933
E02004432,34.723
E02004433,14.970
E02004434,9.820
E02004435,7.066
E02004436,4.296
E02004437,18.896
E02004438,24.043
E02004439,13.725
E02004440,9.262
E02004441,5.330
E02004442,11.799
E02004443,19.908
E02004444,20.028
E02004445,10.361
E02004446,23.555
E02004447,18.597
E02004448,20.924
E02004449,33.233
E02004450,14.485
E02004451,27.557
E02004452,13.300
E02004453,13.251
E02004454,55.441
E02004455,27.981
E02004456,15.169
E02004457,32.262
E02004458,31.686
E02004459,36.021
E02004460,17.853
E02004461,6.353
E02004462,37.088
E02004463,40.025
E02004464,46.904
E02004465,40.103
E02004466,34.528
E02004467,20.930
E02004468,51.158
E02004469,20.407
E02004470,87.218
E02004471,34.995
E02004472,28.871
E02004473,15.051
E02004474,29.222
E02004475,14.453
E02004476,47.646
E02004477,13.787
E02004478,17.630
E02004479,19.836
E02004480,6.711
E02004481,7.775
E02004482,7.980
E02004483,15.345
E02004484,10.189
E02004485,40.041
E02004486,21.461
E02004487,17.159
E02004488,24.698
E02004489,35.591
E02004490,10.844
E02004491,20.569
E02004492,46.849
E02004493,19.728
E02004494,126.023
E02004495,21.430
E02004496,19.643
E02004497,27.263
E02004498,27.857
E02004499,15.119
E02004500,47.200
E02004501,18.810
E02004502,44.465
E02004503,39.170
E02004504,15.311
E02004505,16.744
E02004506,29.482
E02004507,28.087
E02004508,25.528
E02004509,22.629
E02004512,48.530
E02004513,17.702
E02004514,20.013
E02004515,35.071
E02004516,9.996
E02004517,37.766
E02004518,15.865
E02004519,20.499
E02004520,14.325
E02004521,17.036
E02004522,26.721
E02004523,13.669
E02004524,29.232
E02004525,32.606
E02004526,30.393
E02004527,47.210
E02004528,27.688
E02004529,47.196
E02004530,30.942
E02004531,30.010
E02004532,54.378
E02004533,12.242
E02004534,18.681
E02004535,24.991
E02004536,23.901
E02004537,68.010
E02004538,67.509
E02004539,25.527
E02004540,32.909
E02004541,49.811
E02004542,44.586
E02004543,37.014
E02004544,41.743
E02004545,4.774
E02004546,3.386
E02004547,9.133
E02004548,13.358
E02004549,6.098
E02004550,30.427
E02004551,12.768
E02004552,5.623
E02004553,5.803
E02004554,4.874
E02004555,14.076
E02004556,20.964
E02004557,23.090
E02004558,41.499
E02004559,11.260
E02004560,32.924
E02004561,47.640
E02004562,29.076
E02004563,20.311
E02004564,13.934
E02004565,67.898
E02004566,24.558
E02004567,19.736
E02004568,22.847
E02004569,16.379
E02004570,47.891
E02004571,21.756
E02004572,23.878
E02004573,15.314
E02004574,10.292
E02004575,41.089
E02004576,13.049
E02004577,28.194
E02004578,11.654
E02004579,22.256
E02004580,17.955
E02004581,30.373
E02004582,5.888
E02004583,27.148
E02004584,4.664
E02004585,12.422
E02004586,15.279
E02004587,10.957
E02004588,6.856
E02004589,4.046
E02004590,12.899
E02004591,38.410
E02004592,83.917
E02004593,65.980
E02004594,40.300
E02004595,60.787
E02004596,52.912
E02004597,46.459
E02004598,57.446
E02004599,51.656
E02004600,14.135
E02004601,17.829
E02004602,13.593
E02004603,92.666
E02004604,19.571
E02004605,16.581
E02004606,21.278
E02004607,39.126
E02004608,37.714
E02004609,14.803
E02004610,21.459
E02004611,56.149
E02004612,34.309
E02004613,42.826
E02004614,36.694
E02004615,58.963
E02004616,56.130
E02004617,51.556
E02004618,51.920
E02004619,54.091
E02004620,26.051
E02004621,56.580
E02004622,53.052
E02004623,49.253
E02004624,35.378
E02004625,55.705
E02004626,41.808
E02004627,24.532
E02004628,23.051
E02004629,32.667
E02004630,16.338
E02004631,16.406
E02004632,22.762
E02004633,22.334
E02004634,34.181
E02004635,34.186
E02004636,21.382
E02004637,11.836
E02004638,13.851
E02004639,34.053
E02004640,4.313
E02004641,22.235
E02004642,53.000
E02004643,6.545
E02004644,22.274
E02004645,22.954
E02004646,26.815
E02004647,12.148
E02004648,9.222
E02004649,20.584
E02004650,66.739
E02004651,37.408
E02004652,45.349
E02004653,30.261
E02004654,44.470
E02004655,23.494
E02004656,107.078
E02004657,30.772
E02004658,28.749
E02004659,29.284
E02004660,35.273
E02004661,44.998
E02004662,36.880
E02004663,35.544
E02004664,32.175
E02004665,56.587
E02004666,56.777
E02004667,55.245
E02004668,44.136
E02004669,35.476
E02004670,75.324
E02004671,30.820
E02004672,38.478
E02004673,28.438
E02004674,46.952
E02004675,51.038
E02004676,52.887
E02004677,52.967
E02004678,37.201
E02004679,46.985
E02004680,19.979
E02004681,95.553
E02004682,40.494
E02004683,12.688
E02004684,32.053
E02004685,25.654
E02004686,12.876
E02004687,21.201
E02004688,30.882
E02004689,27.528
E02004690,15.504
E02004691,47.429
E02004692,28.547
E02004693,14.747
E02004694,57.425
E02004695,16.677
E02004696,27.999
E02004697,46.336
E02004698,73.770
E02004699,46.282
E02004700,37.683
E02004702,21.336
E02004703,63.513
E02004704,36.399
E02004705,71.855
E02004706,51.831
E02004707,66.105
E02004708,76.670
E02004709,29.303
E02004710,25.231
E02004712,46.435
E02004713,89.267
E02004714,41.392
E02004715,24.347
E02004716,21.564
E02004717,43.171
E02004718,30.815
E02004719,29.678
E02004720,25.695
E02004721,25.228
E02004722,62.975
E02004723,22.634
E02004724,30.534
E02004725,20.457
E02004726,25.049
E02004727,86.738
E02004728,37.053
E02004729,31.310
E02004730,29.236
E02004731,24.630
E02004732,30.832
E02004733,23.682
E02004734,39.212
E02004735,24.373
E02004736,18.050
E02004737,81.357
E02004738,18.390
E02004739,20.365
E02004740,16.966
E02004741,13.796
E02004742,12.771
E02004743,6.757
E02004744,18.526
E02004745,20.749
E02004746,22.468
E02004747,6.674
E02004748,15.022
E02004749,8.624
E02004750,8.510
E02004751,43.162
E02004752,38.585
E02004753,14.353
E02004754,51.639
E02004755,67.036
E02004756,93.009
E02004757,88.141
E02004758,46.441
E02004759,50.778
E02004760,69.230
E02004761,53.114
E02004764,60.879
